Total_Stops,Price,journey_month,journey_day,dep_hour,dep_mins,arr_hour,arr_mins,dur_hours,dur_minutes,dur_total,air_Air India,air_Business Class Flights,air_GoAir,air_IndiGo,air_Jet Airways,air_Multiple carriers,air_Premium Economy flights,air_SpiceJet,air_Vistara,src_Chennai,src_Delhi,src_Kolkata,src_Mumbai,dest_Cochin,dest_Delhi,dest_Hyderabad,dest_Kolkata,dest_New Delhi
0,3841,5,1,6,55,9,30,2,35,155,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2,13381,6,3,6,50,7,40,24,50,1490,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,15078,5,9,11,30,1,30,14,0,840,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,8891,5,9,9,25,18,30,9,5,545,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,7757,5,9,14,5,10,5,20,0,1200,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,4441,4,9,5,45,8,45,3,0,180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,10031,3,24,19,45,18,10,22,25,1345,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,4823,4,12,13,0,15,50,2,50,170,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,8576,5,24,9,25,18,30,9,5,545,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,11087,3,12,20,35,16,10,19,35,1175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12373,5,18,10,0,12,35,26,35,1595,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
2,11432,5,21,9,25,5,35,20,10,1210,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3175,6,15,16,55,18,25,1,30,90,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,4804,5,12,9,35,12,20,2,45,165,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,13014,6,27,9,40,12,35,26,55,1615,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,7563,3,6,7,10,22,20,15,10,910,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,3873,6,27,9,0,11,25,2,25,145,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,6282,5,21,11,55,0,55,13,0,780,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,11200,6,1,8,30,19,0,10,30,630,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,5613,4,24,19,30,22,15,2,45,165,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,5601,6,9,14,20,17,35,3,15,195,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,10262,6,15,14,0,12,35,22,35,1355,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,14306,3,1,20,0,22,55,2,55,175,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,7064,4,1,20,0,20,45,24,45,1485,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,18371,6,27,7,5,19,0,11,55,715,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
2,13591,5,18,20,15,19,15,23,0,1380,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,10368,6,1,9,40,12,35,26,55,1615,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
2,18275,6,12,17,50,1,30,7,40,460,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,3749,5,27,22,10,1,0,2,50,170,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,6810,6,6,15,10,23,30,8,20,500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,7485,5,21,11,40,21,0,9,20,560,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,5510,5,27,14,15,16,45,2,30,150,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,10262,6,3,18,15,4,25,10,10,610,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,6723,6,24,7,10,16,10,9,0,540,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,8307,3,21,8,0,15,30,7,30,450,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,6146,4,21,5,55,13,35,7,40,460,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,15129,5,27,13,25,12,35,23,10,1390,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,14388,5,1,6,30,12,0,5,30,330,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,4544,4,6,6,0,8,45,2,45,165,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,5198,4,12,11,10,14,5,2,55,175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,7503,5,18,9,15,1,30,16,15,975,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,12314,3,1,15,45,20,15,4,30,270,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,8372,5,15,13,0,19,15,6,15,375,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,14781,5,21,16,30,23,35,7,5,425,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,8016,6,24,19,50,22,50,3,0,180,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,6297,3,12,7,55,10,15,2,20,140,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,14388,5,1,8,25,9,20,24,55,1495,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,6393,6,1,7,25,13,35,6,10,370,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,14939,6,9,21,10,10,5,12,55,775,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,14781,5,21,8,25,19,50,11,25,685,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,14871,3,6,7,30,21,0,13,30,810,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,4319,4,6,9,30,12,20,2,50,170,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,13067,5,15,17,0,9,45,16,45,1005,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,26890,3,1,16,55,8,15,15,20,920,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,9134,3,15,7,0,13,15,6,15,375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,3943,4,3,21,15,0,15,3,0,180,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,8879,6,24,7,0,19,15,12,15,735,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,14571,5,24,18,55,12,0,17,5,1025,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,5644,6,15,9,35,12,10,2,35,155,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,9663,6,9,6,30,4,40,22,10,1330,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,14571,6,9,14,5,23,35,9,30,570,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3971,6,9,21,10,0,5,2,55,175,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,17024,3,6,9,0,18,50,9,50,590,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,3841,5,15,17,10,19,40,2,30,150,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,12898,5,27,19,45,19,0,23,15,1395,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
2,13376,6,6,14,35,4,25,13,50,830,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
2,9905,6,15,21,25,12,35,15,10,910,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,13587,6,15,8,0,21,0,13,0,780,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,7740,6,24,6,0,21,0,15,0,900,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,9794,5,21,6,0,12,35,6,35,395,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,17471,3,6,22,50,21,20,22,30,1350,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,15129,3,9,13,45,4,25,14,40,880,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,11467,5,1,9,35,14,25,28,50,1730,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,6528,6,12,14,35,14,35,24,0,1440,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,8266,6,27,7,30,19,15,11,45,705,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,6442,3,6,6,40,22,20,15,40,940,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,10262,6,12,22,50,12,35,13,45,825,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,17501,3,1,7,10,8,35,1,25,85,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,8273,5,24,6,10,8,55,2,45,165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,10703,3,21,18,30,19,15,24,45,1485,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,8510,6,15,10,0,1,30,15,30,930,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,2754,3,15,20,5,21,35,1,30,90,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,2227,5,18,21,20,22,50,1,30,90,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2,18275,6,27,17,50,1,30,7,40,460,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,6356,4,21,8,45,13,15,4,30,270,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1,14781,5,15,14,5,20,45,6,40,400,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2,13029,5,27,9,40,12,35,26,55,1615,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,4340,5,1,11,40,14,30,2,50,170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,12224,6,12,17,30,13,45,20,15,1215,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,10844,5,24,16,30,18,15,25,45,1545,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,4174,4,15,9,35,12,20,2,45,165,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,14887,3,1,17,0,22,55,29,55,1795,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12853,4,9,9,0,19,15,10,15,615,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,3383,5,15,11,10,13,55,2,45,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,11111,3,1,11,40,14,35,2,55,175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,7229,4,1,17,45,20,45,3,0,180,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,4030,5,6,17,45,20,45,3,0,180,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,14871,3,3,15,0,1,35,10,35,635,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,12898,5,27,19,45,4,25,8,40,520,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,14533,5,18,11,30,19,15,7,45,465,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,7258,6,6,17,40,8,15,14,35,875,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,4812,4,1,8,45,13,15,4,30,270,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1,12384,5,9,9,35,21,5,11,30,690,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2,8603,6,6,12,0,7,40,19,40,1180,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,8603,6,6,12,0,19,15,7,15,435,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,14231,3,24,13,55,23,25,9,30,570,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2,15129,5,9,23,5,4,25,29,20,1760,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,11410,6,1,20,45,7,10,10,25,625,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,12725,3,12,8,50,9,25,24,35,1475,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,13292,6,9,9,35,12,35,27,0,1620,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,3873,4,24,6,55,9,30,2,35,155,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,3850,6,15,7,55,10,15,2,20,140,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,8479,6,9,11,35,18,50,7,15,435,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,14151,5,24,9,35,23,35,14,0,840,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,5228,4,24,6,10,8,55,2,45,165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,9397,6,9,7,10,9,5,25,55,1555,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,4995,6,18,7,5,8,30,1,25,85,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2,10651,6,1,19,45,19,15,23,30,1410,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,4282,4,3,4,55,7,45,2,50,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,10697,5,21,8,20,21,50,13,30,810,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,9314,5,21,9,35,14,25,28,50,1730,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3540,6,27,5,15,7,40,2,25,145,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,9443,6,12,16,40,19,15,26,35,1595,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,15147,3,6,7,30,15,30,8,0,480,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,8016,6,27,8,20,11,20,3,0,180,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2437,5,24,21,20,22,50,1,30,90,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,6104,5,27,10,35,1,30,14,55,895,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,1965,6,6,22,45,0,15,1,30,90,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1,7408,6,12,13,0,21,0,8,0,480,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,4049,6,18,6,25,7,55,1,30,90,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,8016,6,1,19,50,22,50,3,0,180,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,10197,5,9,7,0,19,0,12,0,720,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,10844,5,1,21,10,8,15,11,5,665,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,12692,6,9,17,0,19,10,26,10,1570,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,14781,5,6,8,25,16,20,7,55,475,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,7335,5,24,23,30,7,45,8,15,495,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,7229,5,27,8,20,11,20,3,0,180,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,4353,3,24,21,10,0,5,2,55,175,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,13941,5,18,20,0,8,15,12,15,735,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,12295,3,12,9,45,14,25,4,40,280,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12898,5,27,22,50,12,35,13,45,825,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,7927,5,9,7,10,22,40,15,30,930,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,4483,4,15,23,55,2,45,2,50,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,19225,3,6,11,40,18,25,6,45,405,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4692,4,24,7,25,13,35,6,10,370,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,13555,3,18,21,25,9,30,12,5,725,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,6270,4,9,15,0,1,30,10,30,630,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,13584,5,6,18,55,16,20,21,25,1285,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2,13180,3,21,16,10,18,50,26,40,1600,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,14151,5,12,20,25,18,0,21,35,1295,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,6216,5,12,6,0,9,10,3,10,190,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
1,15135,3,3,7,30,18,50,11,20,680,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,15136,3,6,11,30,21,0,9,30,570,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,10262,6,27,2,15,19,0,16,45,1005,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,12384,5,18,9,35,22,5,12,30,750,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,9314,4,1,9,35,19,10,9,35,575,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,9314,5,6,17,0,18,0,25,0,1500,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,10454,6,1,9,0,19,15,10,15,615,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,8372,5,18,23,0,7,40,8,40,520,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,11848,3,9,19,45,4,25,8,40,520,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,6416,6,1,8,30,21,0,12,30,750,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,3342,4,1,9,10,10,40,1,30,90,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2,10118,6,6,6,30,7,25,24,55,1495,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2,14960,6,12,16,45,12,30,19,45,1185,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,6818,6,15,5,5,16,10,11,5,665,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,5510,6,12,14,15,16,45,2,30,150,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,14388,5,21,6,30,9,20,26,50,1610,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,7038,6,3,14,55,22,30,7,35,455,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,8266,5,9,8,45,19,15,10,30,630,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2,14300,6,27,18,20,19,0,24,40,1480,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,8366,5,9,9,25,7,55,22,30,1350,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,17261,3,6,22,50,10,25,11,35,695,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,8452,6,6,7,10,9,5,25,55,1555,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,8567,4,1,15,10,20,30,5,20,320,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,9646,6,15,7,5,22,30,15,25,925,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2,8341,4,9,22,0,19,15,21,15,1275,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,12373,5,9,17,30,19,0,25,30,1530,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,3543,6,21,17,45,20,5,2,20,140,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1,13994,6,9,17,0,23,35,6,35,395,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,4777,3,24,4,0,6,50,2,50,170,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,7038,6,1,14,55,22,30,7,35,455,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,3175,4,3,16,55,18,25,1,30,90,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,7408,6,9,10,0,21,0,11,0,660,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,3943,6,15,21,15,0,15,3,0,180,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,15974,3,6,8,0,4,25,20,25,1225,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,3873,5,27,6,55,9,30,2,35,155,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,4423,4,15,10,10,13,0,2,50,170,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,15129,5,27,9,40,4,25,18,45,1125,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,8285,3,21,8,25,21,0,12,35,755,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,3100,6,6,6,20,7,40,1,20,80,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2,25430,3,1,8,50,9,25,24,35,1475,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2385,3,18,13,10,14,30,1,20,80,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1,11316,6,6,10,20,17,35,7,15,435,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,10262,6,15,2,15,19,0,16,45,1005,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
2,7662,5,24,5,50,13,15,7,25,445,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,14231,3,24,16,55,19,40,26,45,1605,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,6838,6,9,9,15,21,0,11,45,705,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,13376,6,15,6,45,4,25,21,40,1300,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,10262,6,24,15,0,19,0,28,0,1680,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,8574,3,27,7,30,15,30,8,0,480,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,7832,3,9,21,25,7,40,10,15,615,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12192,6,24,3,50,19,0,15,10,910,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,4050,6,15,10,20,11,50,1,30,90,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,6722,4,12,7,45,10,40,2,55,175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,10844,6,9,20,0,16,20,20,20,1220,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,7408,6,15,7,0,21,0,14,0,840,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,14189,3,21,20,50,4,25,7,35,455,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,3841,5,24,17,10,19,40,2,30,150,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,8586,5,9,14,5,4,40,14,35,875,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,7155,6,27,10,35,19,15,8,40,520,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,9899,6,12,8,25,18,15,9,50,590,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,14571,6,6,8,25,19,50,11,25,685,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,4823,5,18,18,55,21,50,2,55,175,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,4544,5,9,8,20,11,20,3,0,180,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,14752,3,1,0,30,20,30,20,0,1200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,11542,5,9,9,25,13,45,28,20,1700,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,7202,5,21,9,50,13,5,3,15,195,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,11098,6,9,10,35,19,0,8,25,505,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,2575,3,27,19,30,20,45,1,15,75,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,6673,3,27,13,0,1,35,12,35,755,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,14306,3,1,18,55,21,45,2,50,170,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,15554,5,18,21,50,4,25,6,35,395,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,9314,5,15,9,35,14,25,28,50,1730,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,4995,3,9,6,30,8,0,1,30,90,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1,7832,3,21,11,40,7,40,20,0,1200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,8586,5,21,8,25,8,15,23,50,1430,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,6094,4,27,5,10,8,0,2,50,170,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,13292,6,24,5,30,19,0,13,30,810,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
2,10368,6,9,5,30,4,25,22,55,1375,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,9718,5,27,10,0,21,0,11,0,660,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,7412,3,21,8,55,7,40,22,45,1365,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,10441,6,6,22,0,19,15,21,15,1275,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
